,STNAME,CTYNAME,COUNTY,POPESTIMATE2015
1986,North Carolina,Nelson,125.0,94352.0
1987,North Carolina,Oliver,127.0,93919.0
1988,North Carolina,Pembina,129.0,220358.0
1989,North Carolina,Pierce,131.0,20426.0
1990,North Carolina,Ramsey,133.0,186311.0
1991,North Carolina,Ransom,135.0,141354.0
1992,North Carolina,Renville,137.0,12781.0
1993,North Carolina,Richland,139.0,39829.0
1994,North Carolina,Rolette,141.0,57611.0
1995,North Carolina,Sargent,143.0,13440.0
1996,North Carolina,Sheridan,145.0,39259.0
1997,North Carolina,Sioux,147.0,175842.0
1998,North Carolina,Slope,149.0,20366.0
1999,North Carolina,Stark,151.0,142799.0
2000,North Carolina,Steele,153.0,45437.0
2001,North Carolina,Stutsman,155.0,134197.0
2002,North Carolina,Towner,157.0,91758.0
2003,North Carolina,Traill,159.0,139142.0
2004,North Carolina,Walsh,161.0,66390.0
2005,North Carolina,Ward,163.0,63724.0
2006,North Carolina,Wells,165.0,35509.0
2007,North Carolina,Williams,167.0,60714.0
2008,North Carolina,Adams,169.0,46351.0
2009,North Carolina,Allen,171.0,72743.0
2010,North Carolina,Ashland,173.0,14434.0
2011,North Carolina,Ashtabula,175.0,33211.0
2012,North Carolina,Athens,177.0,4070.0
2013,North Carolina,Auglaize,179.0,222742.0
2014,North Carolina,Belmont,181.0,44568.0
2015,North Carolina,Brown,183.0,1024198.0
2016,North Carolina,Butler,185.0,20155.0
2017,North Carolina,Carroll,187.0,12385.0
2018,North Carolina,Champaign,189.0,52906.0
2019,North Carolina,Clark,191.0,124132.0
2020,North Carolina,Clermont,193.0,68502.0
2021,North Carolina,Clinton,195.0,81714.0
2022,North Carolina,Columbiana,197.0,37585.0
2023,North Carolina,Coshocton,199.0,17587.0
2025,North Dakota,Cuyahoga,1.0,2359.0
2026,North Dakota,Darke,3.0,11099.0
2027,North Dakota,Defiance,5.0,6753.0
2028,North Dakota,Delaware,7.0,936.0
2029,North Dakota,Erie,9.0,6716.0
2030,North Dakota,Fairfield,11.0,3294.0
2031,North Dakota,Fayette,13.0,2308.0
2032,North Dakota,Franklin,15.0,92991.0
2033,North Dakota,Fulton,17.0,171512.0
2034,North Dakota,Gallia,19.0,3828.0
2035,North Dakota,Geauga,21.0,5104.0
2036,North Dakota,Greene,23.0,2450.0
2037,North Dakota,Guernsey,25.0,4646.0
2038,North Dakota,Hamilton,27.0,2365.0
2039,North Dakota,Hancock,29.0,3402.0
2040,North Dakota,Hardin,31.0,3356.0
2041,North Dakota,Harrison,33.0,1845.0
2042,North Dakota,Henry,35.0,70916.0
2043,North Dakota,Highland,37.0,2388.0
2044,North Dakota,Hocking,39.0,2314.0
2045,North Dakota,Holmes,41.0,2704.0
2046,North Dakota,Huron,43.0,2417.0
2047,North Dakota,Jackson,45.0,4125.0
2048,North Dakota,Jefferson,47.0,1935.0
2049,North Dakota,Knox,49.0,5968.0
2050,North Dakota,Lake,51.0,2759.0
2051,North Dakota,Lawrence,53.0,12826.0
2052,North Dakota,Licking,55.0,9744.0
2053,North Dakota,Logan,57.0,8853.0
2054,North Dakota,Lorain,59.0,30310.0
2055,North Dakota,Lucas,61.0,10331.0
2056,North Dakota,Madison,63.0,2968.0
2057,North Dakota,Mahoning,65.0,1846.0
2058,North Dakota,Marion,67.0,7091.0
2059,North Dakota,Medina,69.0,4312.0
2060,North Dakota,Meigs,71.0,11630.0
2061,North Dakota,Mercer,73.0,5448.0
2062,North Dakota,Miami,75.0,2571.0
2063,North Dakota,Monroe,77.0,16402.0
2064,North Dakota,Montgomery,79.0,14649.0
2065,North Dakota,Morgan,81.0,3876.0
2066,North Dakota,Morrow,83.0,1310.0
2067,North Dakota,Muskingum,85.0,4370.0
2068,North Dakota,Noble,87.0,767.0
2069,North Dakota,Ottawa,89.0,32154.0
2070,North Dakota,Paulding,91.0,1956.0
2071,North Dakota,Perry,93.0,21103.0
2072,North Dakota,Pickaway,95.0,2272.0
2073,North Dakota,Pike,97.0,8014.0
2074,North Dakota,Portage,99.0,10897.0
2075,North Dakota,Preble,101.0,71275.0
2076,North Dakota,Putnam,103.0,4168.0
2077,North Dakota,Richland,105.0,35294.0
2079,Ohio,Sandusky,1.0,28024.0
2080,Ohio,Scioto,3.0,104425.0
2081,Ohio,Seneca,5.0,53213.0
2082,Ohio,Shelby,7.0,98632.0
2083,Ohio,Stark,9.0,65886.0
2084,Ohio,Summit,11.0,45876.0
2085,Ohio,Trumbull,13.0,69154.0
2086,Ohio,Tuscarawas,15.0,43839.0
2087,Ohio,Union,17.0,376353.0
2088,Ohio,Van Wert,19.0,27811.0
2089,Ohio,Vinton,21.0,38987.0
2090,Ohio,Warren,23.0,135959.0
2091,Ohio,Washington,25.0,201973.0
2092,Ohio,Wayne,27.0,41917.0
2093,Ohio,Williams,29.0,104806.0
2094,Ohio,Wood,31.0,36569.0
2095,Ohio,Wyandot,33.0,42306.0
2096,Ohio,Adair,35.0,1255921.0
2097,Ohio,Alfalfa,37.0,52076.0
2098,Ohio,Atoka,39.0,38352.0
2099,Ohio,Beaver,41.0,193013.0
2100,Ohio,Beckham,43.0,75550.0
2101,Ohio,Blaine,45.0,151408.0
2102,Ohio,Bryan,47.0,28679.0
2103,Ohio,Caddo,49.0,1251722.0
2104,Ohio,Canadian,51.0,42537.0
2105,Ohio,Carter,53.0,30142.0
2106,Ohio,Cherokee,55.0,94102.0
2107,Ohio,Choctaw,57.0,164427.0
2108,Ohio,Cimarron,59.0,39258.0
2109,Ohio,Cleveland,61.0,807598.0
2110,Ohio,Coal,63.0,75573.0
2111,Ohio,Comanche,65.0,31682.0
2112,Ohio,Cotton,67.0,15450.0
2113,Ohio,Craig,69.0,27816.0
2114,Ohio,Creek,71.0,43026.0
2115,Ohio,Custer,73.0,28491.0
2116,Ohio,Delaware,75.0,43909.0
2117,Ohio,Dewey,77.0,58469.0
2118,Ohio,Ellis,79.0,32596.0
2119,Ohio,Garfield,81.0,67347.0
2120,Ohio,Garvin,83.0,61061.0
2121,Ohio,Grady,85.0,229245.0
2122,Ohio,Grant,87.0,61109.0
2123,Ohio,Greer,89.0,170570.0
2124,Ohio,Harmon,91.0,45386.0
2125,Ohio,Harper,93.0,305147.0
2126,Ohio,Haskell,95.0,433689.0
2127,Ohio,Hughes,97.0,44094.0
2128,Ohio,Jackson,99.0,231900.0
2129,Ohio,Jefferson,101.0,65355.0
2130,Ohio,Johnston,103.0,176395.0
2131,Ohio,Kay,105.0,23257.0
2132,Ohio,Kingfisher,107.0,40968.0
2133,Ohio,Kiowa,109.0,104224.0
2134,Ohio,Latimer,111.0,14409.0
2135,Ohio,Le Flore,113.0,532258.0
2136,Ohio,Lincoln,115.0,14777.0
2137,Ohio,Logan,117.0,35074.0
2138,Ohio,Love,119.0,86290.0
2139,Ohio,McClain,121.0,14326.0
2140,Ohio,McCurtain,123.0,40877.0
2141,Ohio,McIntosh,125.0,18976.0
2142,Ohio,Major,127.0,35985.0
2143,Ohio,Marshall,129.0,56998.0
2144,Ohio,Mayes,131.0,28217.0
2145,Ohio,Murray,133.0,162275.0
2146,Ohio,Muskogee,135.0,41329.0
2147,Ohio,Noble,137.0,34042.0
2148,Ohio,Nowata,139.0,121707.0
2149,Ohio,Okfuskee,141.0,77170.0
2150,Ohio,Oklahoma,143.0,59679.0
2151,Ohio,Okmulgee,145.0,76825.0
2152,Ohio,Osage,147.0,55610.0
2153,Ohio,Ottawa,149.0,48901.0
2154,Ohio,Pawnee,151.0,375165.0
2155,Ohio,Payne,153.0,541968.0
2156,Ohio,Pittsburg,155.0,203751.0
2157,Ohio,Pontotoc,157.0,92916.0
2158,Ohio,Pottawatomie,159.0,54277.0
2159,Ohio,Pushmataha,161.0,28562.0
2160,Ohio,Roger Mills,163.0,13048.0
2161,Ohio,Rogers,165.0,224469.0
2162,Ohio,Seminole,167.0,61112.0
2163,Ohio,Sequoyah,169.0,116063.0
2164,Ohio,Stephens,171.0,37120.0
2165,Ohio,Texas,173.0,129730.0
2166,Ohio,Tillman,175.0,22243.0
2168,Oklahoma,Wagoner,1.0,22004.0
2169,Oklahoma,Washington,3.0,5868.0
2170,Oklahoma,Washita,5.0,13793.0
2171,Oklahoma,Woods,7.0,5427.0
2172,Oklahoma,Woodward,9.0,23768.0
2173,Oklahoma,Baker,11.0,9833.0
2174,Oklahoma,Benton,13.0,44884.0
2175,Oklahoma,Clackamas,15.0,29343.0
2176,Oklahoma,Clatsop,17.0,133378.0
2177,Oklahoma,Columbia,19.0,48689.0
2178,Oklahoma,Coos,21.0,48447.0
2179,Oklahoma,Crook,23.0,14997.0
2180,Oklahoma,Curry,25.0,2216.0
2181,Oklahoma,Deschutes,27.0,274458.0
2182,Oklahoma,Douglas,29.0,5651.0
2183,Oklahoma,Gilliam,31.0,124648.0
2184,Oklahoma,Grant,33.0,5996.0
2185,Oklahoma,Harney,35.0,14818.0
2186,Oklahoma,Hood River,37.0,70892.0
2187,Oklahoma,Jackson,39.0,29744.0
2188,Oklahoma,Jefferson,41.0,41459.0
2189,Oklahoma,Josephine,43.0,4995.0
2190,Oklahoma,Klamath,45.0,4231.0
2191,Oklahoma,Lake,47.0,63569.0
2192,Oklahoma,Lane,49.0,27755.0
2193,Oklahoma,Lincoln,51.0,54648.0
2194,Oklahoma,Linn,53.0,4523.0
2195,Oklahoma,Malheur,55.0,6070.0
2196,Oklahoma,Marion,57.0,2788.0
2197,Oklahoma,Morrow,59.0,3754.0
2198,Oklahoma,Multnomah,61.0,12845.0
2199,Oklahoma,Polk,63.0,13735.0
2200,Oklahoma,Sherman,65.0,25574.0
2201,Oklahoma,Tillamook,67.0,6276.0
2202,Oklahoma,Umatilla,69.0,10980.0
2203,Oklahoma,Union,71.0,45366.0
2204,Oklahoma,Wallowa,73.0,15584.0
2205,Oklahoma,Wasco,75.0,9144.0
2206,Oklahoma,Washington,77.0,10483.0
2207,Oklahoma,Wheeler,79.0,49605.0
2208,Oklahoma,Yamhill,81.0,35042.0
2209,Oklahoma,Adams,83.0,45996.0
2210,Oklahoma,Allegheny,85.0,9870.0
2211,Oklahoma,Armstrong,87.0,38066.0
2212,Oklahoma,Beaver,89.0,33048.0
2213,Oklahoma,Bedford,91.0,19990.0
2214,Oklahoma,Berks,93.0,7771.0
2215,Oklahoma,Blair,95.0,16232.0
2216,Oklahoma,Bradford,97.0,40887.0
2217,Oklahoma,Bucks,99.0,13936.0
2218,Oklahoma,Butler,101.0,69699.0
2219,Oklahoma,Cambria,103.0,11554.0
2220,Oklahoma,Cameron,105.0,10539.0
2221,Oklahoma,Carbon,107.0,12181.0
2222,Oklahoma,Centre,109.0,776864.0
2223,Oklahoma,Chester,111.0,39187.0
2224,Oklahoma,Clarion,113.0,47887.0
2225,Oklahoma,Clearfield,115.0,31981.0
2226,Oklahoma,Clinton,117.0,16436.0
2227,Oklahoma,Columbia,119.0,80850.0
2228,Oklahoma,Crawford,121.0,44610.0
2229,Oklahoma,Cumberland,123.0,38194.0
2230,Oklahoma,Dauphin,125.0,71875.0
2231,Oklahoma,Delaware,127.0,11183.0
2232,Oklahoma,Elk,129.0,3788.0
2233,Oklahoma,Erie,131.0,90802.0
2234,Oklahoma,Fayette,133.0,25548.0
2235,Oklahoma,Forest,135.0,41153.0
2236,Oklahoma,Franklin,137.0,44581.0
2237,Oklahoma,Fulton,139.0,21489.0
2238,Oklahoma,Greene,141.0,7515.0
2239,Oklahoma,Huntingdon,143.0,639242.0
2240,Oklahoma,Indiana,145.0,76559.0
2241,Oklahoma,Jefferson,147.0,52021.0
2242,Oklahoma,Juniata,149.0,11661.0
2243,Oklahoma,Lackawanna,151.0,9304.0
2244,Oklahoma,Lancaster,153.0,21559.0
2246,Oregon,Lebanon,1.0,16005.0
2247,Oregon,Lehigh,3.0,87572.0
2248,Oregon,Luzerne,5.0,401515.0
2249,Oregon,Lycoming,7.0,37831.0
2250,Oregon,McKean,9.0,49600.0
2251,Oregon,Mercer,11.0,63121.0
2252,Oregon,Mifflin,13.0,21630.0
2253,Oregon,Monroe,15.0,22483.0
2254,Oregon,Montgomery,17.0,175268.0
2255,Oregon,Montour,19.0,107685.0
2256,Oregon,Northampton,21.0,1859.0
2257,Oregon,Northumberland,23.0,7185.0
2258,Oregon,Perry,25.0,7200.0
2259,Oregon,Philadelphia,27.0,23137.0
2260,Oregon,Pike,29.0,212567.0
2261,Oregon,Potter,31.0,22666.0
2262,Oregon,Schuylkill,33.0,84745.0
2263,Oregon,Snyder,35.0,66016.0
2264,Oregon,Somerset,37.0,7829.0
2265,Oregon,Sullivan,39.0,362895.0
2266,Oregon,Susquehanna,41.0,47038.0
2267,Oregon,Tioga,43.0,120547.0
2268,Oregon,Union,45.0,30380.0
2269,Oregon,Venango,47.0,330700.0
2270,Oregon,Warren,49.0,11190.0
2271,Oregon,Washington,51.0,790294.0
2272,Oregon,Wayne,53.0,79391.0
2273,Oregon,Westmoreland,55.0,1680.0
2274,Oregon,Wyoming,57.0,25653.0
2275,Oregon,York,59.0,76531.0
2276,Oregon,Bristol,61.0,25790.0
2277,Oregon,Kent,63.0,6856.0
2278,Oregon,Newport,65.0,25775.0
2279,Oregon,Providence,67.0,574326.0
2280,Oregon,Washington,69.0,1358.0
2281,Oregon,Abbeville,71.0,102659.0
2283,Pennsylvania,Allendale,1.0,102295.0
2284,Pennsylvania,Anderson,3.0,1230459.0
2285,Pennsylvania,Bamberg,5.0,67052.0
2286,Pennsylvania,Barnwell,7.0,168871.0
2287,Pennsylvania,Beaufort,9.0,48586.0
2288,Pennsylvania,Berkeley,11.0,415271.0
2289,Pennsylvania,Calhoun,13.0,125593.0
2290,Pennsylvania,Charleston,15.0,61281.0
2291,Pennsylvania,Cherokee,17.0,627367.0
2292,Pennsylvania,Chester,19.0,186818.0
2293,Pennsylvania,Chesterfield,21.0,136411.0
2294,Pennsylvania,Clarendon,23.0,4732.0
2295,Pennsylvania,Colleton,25.0,63960.0
2296,Pennsylvania,Darlington,27.0,160580.0
2297,Pennsylvania,Dillon,29.0,515939.0
2298,Pennsylvania,Dorchester,31.0,39498.0
2299,Pennsylvania,Edgefield,33.0,80994.0
2300,Pennsylvania,Fairfield,35.0,39441.0
2301,Pennsylvania,Florence,37.0,66672.0
2302,Pennsylvania,Georgetown,39.0,86484.0
2303,Pennsylvania,Greenville,41.0,246338.0
2304,Pennsylvania,Greenwood,43.0,272983.0
2305,Pennsylvania,Hampton,45.0,563894.0
2306,Pennsylvania,Horry,47.0,30872.0
2307,Pennsylvania,Jasper,49.0,278045.0
2308,Pennsylvania,Kershaw,51.0,133628.0
2309,Pennsylvania,Lancaster,53.0,7410.0
2310,Pennsylvania,Laurens,55.0,153638.0
2311,Pennsylvania,Lee,57.0,14629.0
2312,Pennsylvania,Lexington,59.0,37519.0
2313,Pennsylvania,McCormick,61.0,45668.0
2314,Pennsylvania,Marion,63.0,86966.0
2315,Pennsylvania,Marlboro,65.0,44430.0
2316,Pennsylvania,Newberry,67.0,24737.0
2317,Pennsylvania,Oconee,69.0,211917.0
2318,Pennsylvania,Orangeburg,71.0,536624.0
2319,Pennsylvania,Pickens,73.0,88082.0
2320,Pennsylvania,Richland,75.0,137067.0
2321,Pennsylvania,Saluda,77.0,360685.0
2322,Pennsylvania,Spartanburg,79.0,318449.0
2323,Pennsylvania,Sumter,81.0,116048.0
2324,Pennsylvania,Union,83.0,42412.0
2325,Pennsylvania,Williamsburg,85.0,114234.0
2326,Pennsylvania,York,87.0,46500.0
2327,Pennsylvania,Aurora,89.0,166397.0
2328,Pennsylvania,Beadle,91.0,819264.0
2329,Pennsylvania,Bennett,93.0,18557.0
2330,Pennsylvania,Bon Homme,95.0,300813.0
2331,Pennsylvania,Brookings,97.0,93246.0
2332,Pennsylvania,Brown,99.0,45685.0
2333,Pennsylvania,Brule,101.0,1567442.0
2334,Pennsylvania,Buffalo,103.0,55949.0
2335,Pennsylvania,Butte,105.0,17093.0
2336,Pennsylvania,Campbell,107.0,144590.0
2337,Pennsylvania,Charles Mix,109.0,40444.0
2338,Pennsylvania,Clark,111.0,75522.0
2339,Pennsylvania,Clay,113.0,6328.0
2340,Pennsylvania,Codington,115.0,41666.0
2341,Pennsylvania,Corson,117.0,41877.0
2342,Pennsylvania,Custer,119.0,44954.0
2343,Pennsylvania,Davison,121.0,53119.0
2344,Pennsylvania,Day,123.0,40396.0
2345,Pennsylvania,Deuel,125.0,208261.0
2346,Pennsylvania,Dewey,127.0,51198.0
